a,b,c,d,target
8.93,5.0,0.19,9.75,5.0
17.33,45.0,0.18,45.0,60.0
4.0,2.0,0.26,4.4,5.0
15.5,25.0,0.16,25.0,25.0
9.84,15.0,0.42,15.0,15.0
11.0,15.0,0.1,15.0,15.0
3.69,4.0,0.26,4.2,5.0
9.17,20.0,0.11,20.0,5.0
20.8,25.0,0.41,24.17,25.0
3.5,4.0,0.32,3.83,3.0
15.0,15.0,0.08,15.0,15.0
13.29,10.0,0.2,17.5,20.0
7.25,12.0,0.21,10.67,15.0
9.21,12.0,0.22,11.0,12.0
16.75,25.0,0.11,19.67,22.0
24.17,25.0,0.12,25.83,25.0
50.0,50.0,0.09,50.0,50.0
5.82,0.0,0.24,6.0,10.0
6.2,7.0,0.21,6.2,10.0
5.0,5.0,0.27,5.0,5.0
9.8,12.0,0.18,9.5,11.0
7.9,5.0,0.28,7.8,8.0
25.0,25.0,0.07,25.0,30.0
6.12,5.0,0.31,6.14,5.0
13.56,15.0,0.16,16.0,16.0
13.0,21.0,0.1,18.0,26.0
14.7,25.0,0.17,25.0,25.0
5.38,5.0,0.64,5.0,5.0
6.0,6.0,0.33,6.5,6.0
6.07,10.0,0.35,6.2,6.0
7.67,5.0,0.35,8.33,5.0
6.6,3.0,0.2,7.5,6.0
11.64,18.0,0.19,16.67,20.0
8.79,10.0,0.19,14.0,10.0
7.36,10.0,0.2,9.33,10.0
5.67,6.0,0.21,6.0,6.0
8.67,15.0,0.15,13.0,10.0
8.53,10.0,0.35,9.67,10.0
8.64,10.0,0.33,10.67,10.0
7.8,8.0,0.2,7.8,8.0
15.0,15.0,0.07,0.0,5.0
15.0,15.0,0.08,15.0,10.0
12.54,15.0,0.26,15.0,15.0
12.2,10.0,0.17,15.0,20.0
12.8,15.0,0.16,12.67,10.0
5.33,7.0,0.23,6.0,5.0
3.73,3.0,0.3,4.17,5.0
4.83,5.0,0.27,5.0,5.0
12.5,15.0,0.09,12.5,15.0
15.0,15.0,0.07,15.0,15.0
8.8,15.0,0.15,15.0,15.0
6.67,10.0,0.17,6.25,6.0
20.0,20.0,0.08,20.0,30.0
9.67,15.0,0.14,9.67,14.0
7.8,15.0,0.16,10.0,20.0
13.28,11.0,0.37,11.5,11.0
17.33,22.0,0.08,22.0,25.0
5.87,10.0,0.22,7.5,10.0
10.2,11.0,0.21,11.25,10.0
10.0,10.0,0.12,10.0,10.0
5.44,7.0,0.27,6.8,10.0
9.86,12.0,0.26,10.67,10.0
14.59,10.0,0.29,10.0,16.0
7.5,8.0,0.29,8.2,8.0
7.0,10.0,0.17,7.0,10.0
12.33,15.0,0.12,12.33,15.0
4.71,3.0,0.23,4.8,20.0
6.53,10.0,0.29,8.2,14.0
7.2,8.0,0.24,6.67,10.0
11.0,17.0,0.1,17.0,17.0
10.0,10.0,0.13,10.0,10.0
8.98,10.0,0.35,10.0,10.0
12.22,10.0,0.29,14.0,19.0
5.82,13.0,0.19,11.67,12.0
7.15,20.0,0.32,12.5,3.0
6.2,10.0,0.25,7.29,10.0
9.3,13.0,0.17,11.5,11.0
12.0,16.0,0.11,12.0,15.0
30.0,30.0,0.07,30.0,30.0
25.0,25.0,0.11,0.0,20.0
16.67,25.0,0.09,25.0,25.0
8.73,10.0,0.17,11.0,15.0
7.38,25.0,0.35,11.25,30.0
23.0,23.0,0.07,23.0,23.0
7.8,9.0,0.19,7.8,11.0
11.44,15.0,0.24,13.0,20.0
13.27,24.0,0.28,24.25,100.0
22.2,26.0,0.19,22.2,25.0
11.67,20.0,0.19,18.0,25.0
9.56,15.0,0.17,15.5,15.0
11.6,10.0,0.19,13.0,18.0
5.2,20.0,0.38,6.75,7.0
9.0,15.0,0.15,17.5,19.0
9.25,15.0,0.19,12.33,3.0
8.22,10.0,0.26,8.8,8.0
11.5,17.0,0.28,16.0,23.0
18.0,25.0,0.08,25.0,40.0
15.0,20.0,0.11,20.0,20.0
8.4,10.0,0.51,10.0,10.0
5.75,5.0,0.15,5.75,6.0
10.4,20.0,0.09,20.0,20.0
4.52,10.0,0.2,7.33,5.0
15.0,20.0,0.09,15.0,25.0
5.71,5.0,0.36,6.33,6.0
13.0,16.0,0.09,13.0,16.0
5.8,7.0,0.14,6.33,10.0
4.5,6.0,0.32,6.33,5.0
13.0,16.0,0.08,16.0,22.0
15.0,20.0,0.09,20.0,20.0
12.48,20.0,0.37,18.0,25.0
26.5,30.0,0.07,26.5,30.0
6.22,10.0,0.24,7.0,5.0
13.17,25.0,0.18,14.0,25.0
20.0,20.0,0.08,20.0,15.0
7.78,11.0,0.26,10.0,10.0
18.96,30.0,0.3,28.5,30.0
6.37,10.0,0.37,7.0,4.0
9.0,9.0,0.13,9.0,15.0
8.69,10.0,0.22,9.21,10.0
13.66,16.0,0.4,16.86,22.0
21.5,20.0,0.08,21.5,20.0
10.31,14.0,0.2,13.0,10.0
16.5,19.0,0.09,18.0,15.0
9.24,10.0,0.41,10.0,10.0
5.2,15.0,0.24,12.5,16.0
7.25,10.0,0.13,8.67,10.0
13.17,15.0,0.14,14.33,15.0
4.5,5.0,0.27,5.0,5.0
14.0,20.0,0.1,14.0,50.0
11.0,20.0,0.18,20.0,20.0
4.86,3.0,0.33,5.33,6.0
5.13,7.0,0.32,6.0,6.0
15.0,15.0,0.07,15.0,15.0
7.88,10.0,0.2,9.25,11.0
20.0,20.0,0.11,20.0,20.0
15.0,15.0,0.07,15.0,25.0
10.33,18.0,0.14,15.0,24.0
10.0,20.0,0.12,16.5,5.0
15.2,25.0,0.14,15.33,20.0
18.33,0.0,0.1,0.0,25.0
10.0,5.0,0.12,10.0,10.0
3.58,10.0,0.33,7.5,10.0
12.83,6.0,0.45,14.4,13.0
11.62,25.0,0.24,18.67,10.0
23.0,23.0,0.07,23.0,30.0
10.18,11.0,0.17,11.67,15.0
7.29,5.0,0.22,7.0,7.0
10.0,16.0,0.17,14.67,15.0
50.0,50.0,0.1,50.0,50.0
11.08,20.0,0.21,20.0,20.0
15.0,20.0,0.11,15.0,15.0
5.88,10.0,0.22,6.5,7.0
5.78,8.0,0.25,6.25,6.0
22.5,25.0,0.07,22.5,10.0
11.7,14.0,0.19,14.5,14.0
5.4,5.0,0.21,5.0,5.0
10.5,12.0,0.16,10.67,10.0
20.86,24.0,0.12,32.0,40.0
13.06,15.0,0.2,19.0,15.0
6.0,5.0,0.18,6.0,5.0
8.35,5.0,0.24,9.0,10.0
8.0,10.0,0.28,8.75,10.0
8.71,11.0,0.19,9.67,10.0
7.39,8.0,0.29,8.8,8.0
12.48,10.0,0.32,10.0,15.0
8.07,11.0,0.26,8.2,11.0
7.88,15.0,0.31,8.14,15.0
25.0,25.0,0.07,25.0,25.0
10.0,10.0,0.16,10.0,10.0
12.86,6.0,0.22,17.0,20.0
20.0,20.0,0.06,20.0,20.0
13.0,16.0,0.07,16.0,22.0
10.31,6.0,0.22,10.5,7.0
28.92,20.0,0.16,27.5,10.0
12.8,32.0,0.2,26.33,40.0
8.33,10.0,0.15,8.33,8.0
11.33,12.0,0.31,13.6,11.0
13.65,20.0,0.21,20.0,20.0
9.69,14.0,0.3,12.8,40.0
9.3,10.0,0.43,10.67,11.0
20.0,20.0,0.09,20.0,20.0
11.94,15.0,0.22,11.67,5.0
15.0,20.0,0.1,15.0,21.0
12.62,15.0,0.14,15.0,10.0
5.43,7.0,0.28,5.33,5.0
20.0,20.0,0.07,20.0,30.0
7.6,15.0,0.12,15.0,10.0
17.62,19.0,0.12,18.0,21.0
20.0,20.0,0.08,20.0,25.0
7.56,5.0,0.24,8.57,10.0
7.24,11.0,0.27,11.0,11.0
10.0,12.0,0.33,11.67,15.0
4.58,10.0,0.23,5.25,7.0
6.36,7.0,0.21,7.67,8.0
10.5,15.0,0.17,11.6,15.0
13.0,16.0,0.08,13.0,22.0
12.33,17.0,0.1,16.0,15.0
7.76,9.0,0.24,7.67,14.0
9.67,15.0,0.13,15.0,25.0
8.23,10.0,0.29,10.4,10.0
51.43,50.0,0.11,50.0,50.0
20.0,20.0,0.07,20.0,30.0
10.4,11.0,0.21,10.5,11.0
12.6,25.0,0.14,9.33,30.0
10.92,20.0,0.26,14.0,18.0
16.82,20.0,0.17,20.0,25.0
5.55,5.0,0.24,6.0,5.0
6.71,5.0,0.22,6.0,6.0
18.04,10.0,0.23,15.0,10.0
11.83,20.0,0.12,17.5,25.0
14.57,20.0,0.12,18.0,20.0
7.5,5.0,0.19,8.33,10.0
4.45,4.0,0.61,6.5,10.0
5.55,10.0,0.27,6.67,10.0
6.92,10.0,0.24,9.0,15.0
8.88,15.0,0.14,11.67,20.0
6.06,8.0,0.32,7.75,5.0
4.76,4.0,0.25,5.5,7.0
15.0,15.0,0.07,15.0,15.0
8.11,12.0,0.19,10.67,14.0
10.0,15.0,0.09,10.0,15.0
7.21,12.0,0.23,10.0,11.0
11.0,25.0,0.17,13.0,25.0
8.83,10.0,0.18,10.0,15.0
11.67,5.0,0.15,13.75,10.0
21.09,30.0,0.33,27.5,10.0
10.5,15.0,0.13,15.0,15.0
8.0,10.0,0.13,9.0,15.0
4.75,10.0,0.27,10.0,10.0
9.0,11.0,0.25,11.33,12.0
10.89,10.0,0.18,13.33,12.0
20.11,12.0,0.15,12.0,25.0
20.0,20.0,0.07,20.0,25.0
12.0,20.0,0.11,15.0,5.0
13.33,20.0,0.09,20.0,25.0
9.28,6.0,0.26,10.75,10.0
10.18,11.0,0.29,11.2,10.0
9.09,10.0,0.2,10.75,10.0
22.0,20.0,0.11,25.0,20.0
62.5,100.0,0.07,100.0,100.0
5.83,3.0,0.21,7.25,10.0
7.27,10.0,0.29,10.0,12.0
100.0,100.0,0.03,100.0,10.0
25.0,25.0,0.06,25.0,100.0
20.83,50.0,0.12,43.5,45.0
8.4,5.0,0.48,10.83,5.0
22.5,25.0,0.08,22.5,25.0
6.91,10.0,0.34,8.5,8.0
5.56,6.0,0.49,7.83,7.0
13.0,16.0,0.1,13.0,15.0
16.25,20.0,0.44,17.5,25.0
6.58,10.0,0.27,9.33,10.0
10.0,15.0,0.1,12.5,20.0
12.7,10.0,0.31,11.33,20.0
6.88,11.0,0.23,9.4,10.0
7.18,10.0,0.17,7.75,8.0
12.5,10.0,0.11,12.5,12.0
12.62,15.0,0.16,14.0,10.0
7.14,10.0,0.22,7.33,10.0
7.5,15.0,0.17,14.0,15.0
9.29,15.0,0.15,13.33,10.0
11.33,17.0,0.1,17.0,17.0
4.25,3.0,0.27,4.67,4.0
10.44,10.0,0.41,13.0,10.0
3.78,5.0,0.35,4.4,4.0
5.6,6.0,0.21,5.6,5.0
20.17,26.0,0.24,27.5,50.0
14.75,20.0,0.21,20.0,10.0
22.8,32.0,0.1,29.5,25.0
13.33,15.0,0.12,13.33,23.0
12.5,15.0,0.08,12.5,15.0
15.0,25.0,0.09,15.0,15.0
10.47,25.0,0.22,16.67,12.0
12.25,20.0,0.1,16.5,20.0
9.67,15.0,0.12,9.67,16.0
7.2,10.0,0.19,7.2,8.0
8.22,12.0,0.19,10.4,15.0
23.9,25.0,0.14,25.0,25.0
14.75,10.0,0.19,16.4,17.0
16.0,21.0,0.18,20.5,38.0
10.9,20.0,0.19,18.33,10.0
11.67,15.0,0.1,11.67,10.0
12.5,20.0,0.14,18.33,20.0
13.33,20.0,0.09,20.0,20.0
15.0,20.0,0.09,15.0,10.0
8.09,5.0,0.29,0.0,5.0
25.67,25.0,0.15,25.67,25.0
8.0,5.0,0.21,8.6,10.0
4.07,4.0,0.25,4.43,4.0
16.25,20.0,0.15,16.25,10.0
4.96,8.0,0.21,6.5,5.0
7.38,10.0,0.22,12.5,10.0
12.0,14.0,0.15,12.0,12.0
17.89,24.0,0.47,24.5,24.0
15.0,15.0,0.08,15.0,20.0
11.44,17.0,0.26,16.5,16.0
10.0,15.0,0.09,10.0,15.0
9.54,8.0,0.41,9.0,9.0
5.52,10.0,0.29,10.0,10.0
13.0,20.0,0.13,16.67,21.0
8.44,16.0,0.16,14.5,18.0
11.25,15.0,0.17,13.5,15.0
9.14,12.0,0.22,11.33,18.0
6.59,5.0,0.24,9.67,5.0
19.88,30.0,0.25,28.0,27.0
12.9,21.0,0.18,20.0,25.0
15.0,15.0,0.1,15.0,15.0
15.76,20.0,0.22,15.67,20.0
8.29,10.0,0.15,11.33,16.0
4.57,4.0,0.23,5.0,9.0
8.57,10.0,0.15,10.0,16.0
28.54,47.0,0.17,44.0,53.0
6.5,15.0,0.13,13.0,15.0
6.54,10.0,0.18,6.67,10.0
27.14,20.0,0.12,15.0,15.0
5.13,5.0,0.35,5.29,10.0
5.38,10.0,0.18,6.25,6.0
4.64,4.0,0.32,4.33,4.0
7.14,10.0,0.39,10.0,10.0
9.0,10.0,0.2,11.5,12.0
9.68,15.0,0.31,12.67,12.0
5.57,17.0,0.36,17.0,20.0
20.0,20.0,0.07,0.0,20.0
14.4,20.0,0.11,18.0,20.0
9.69,15.0,0.35,11.2,10.0
29.0,40.0,0.12,37.5,40.0
14.5,15.0,0.27,15.83,15.0
7.14,6.0,0.18,9.5,10.0
5.47,5.0,0.25,6.33,8.0
8.92,12.0,0.18,11.0,10.0
15.29,25.0,0.13,22.5,32.0
7.64,12.0,0.2,9.5,12.0
6.5,8.0,0.18,6.8,9.0
9.36,5.0,0.23,8.57,5.0
9.33,16.0,0.3,12.71,12.0
4.33,4.0,0.21,4.5,3.0
10.14,10.0,0.22,10.83,12.0
15.0,15.0,0.06,15.0,15.0
32.5,40.0,0.08,32.5,55.0
6.67,5.0,0.28,6.6,5.0
20.0,20.0,0.07,20.0,20.0
21.07,25.0,0.21,25.71,26.0
10.05,9.0,0.22,8.71,13.0
14.22,15.0,0.16,15.5,17.0
13.8,15.0,0.19,13.8,16.0
9.96,15.0,0.37,13.6,13.0
17.18,20.0,0.22,16.67,20.0
4.5,0.0,0.42,5.0,5.0
6.93,11.0,0.25,9.0,11.0
11.71,30.0,0.27,23.33,30.0
18.1,30.0,0.62,26.67,20.0
10.0,13.0,0.18,12.6,15.0
12.83,25.0,0.12,22.5,10.0
25.0,0.0,0.06,25.0,10.0
9.36,15.0,0.19,12.33,5.0
16.0,26.0,0.11,26.0,26.0
3.93,13.11,0.45,9.05,20.0
3.58,3.0,0.38,4.38,5.0
6.29,10.0,0.16,7.0,8.0
5.14,5.0,0.3,6.0,9.0
7.0,10.0,0.31,11.0,11.0
5.47,6.0,0.38,6.0,6.0
12.91,17.0,0.18,16.33,10.0
17.5,25.0,0.06,25.0,25.0
8.48,14.0,0.29,13.0,14.0
9.64,15.0,0.25,15.0,10.0
7.33,10.0,0.32,10.25,5.0
6.89,10.0,0.24,8.0,8.0
13.33,15.0,0.11,13.33,15.0
17.53,50.0,0.25,19.75,26.0
450.0,450.0,0.03,0.0,20.0
10.67,12.0,0.14,10.67,16.0
22.56,36.0,0.19,40.67,35.0
5.71,10.0,0.37,10.0,10.0
12.25,15.0,0.1,15.0,15.0
22.5,20.0,0.15,23.33,10.0
13.56,21.0,0.16,19.5,15.0
5.57,8.0,0.33,7.67,8.0
9.0,15.0,0.12,15.0,15.0
10.83,10.0,0.52,8.75,5.0
5.43,8.0,0.24,5.67,8.0
19.4,25.0,0.1,23.5,25.0
4.67,8.0,0.27,6.67,6.0
17.5,15.0,0.06,15.0,10.0
13.2,16.0,0.12,18.0,30.0
25.0,25.0,0.07,25.0,25.0
15.0,20.0,0.1,15.0,20.0
5.78,7.0,0.27,6.43,7.0
10.67,20.0,0.12,16.0,20.0
8.0,9.0,0.12,8.0,10.0
20.25,30.0,0.13,27.5,27.0
17.5,25.0,0.08,17.5,30.0
13.17,6.0,0.19,17.0,12.0
16.0,16.0,0.08,16.0,20.0
13.4,15.0,0.27,15.5,17.0
10.56,20.0,0.14,20.0,15.0
8.95,16.0,0.3,14.67,20.0
13.57,10.0,0.22,10.0,10.0
9.0,13.0,0.22,11.2,12.0
13.58,20.0,0.43,16.5,15.0
14.83,20.0,0.17,16.8,15.0
6.43,5.0,0.23,6.43,5.0
6.86,9.0,0.26,9.0,6.0
12.0,17.0,0.11,17.0,17.0
5.0,5.0,0.45,5.0,5.0
10.6,5.0,0.22,12.5,30.0
21.0,22.0,0.06,22.0,23.0
5.74,10.0,0.38,6.8,13.0
4.91,5.0,0.42,5.0,5.0
14.14,17.0,0.16,21.0,10.0
7.5,10.0,0.15,7.5,10.0
10.12,14.0,0.25,13.0,16.0
9.0,15.0,0.14,11.0,7.0
11.8,15.0,0.1,15.0,17.0
14.0,15.0,0.09,14.0,15.0
3.12,5.0,0.27,3.75,4.0
2.67,9.0,0.56,3.22,3.0
3.72,5.0,0.38,5.0,5.0
10.82,15.0,0.29,14.0,15.0
10.5,10.0,0.17,10.5,12.0
25.11,50.0,0.14,36.25,50.0
15.33,20.0,0.11,20.0,20.0
25.0,25.0,0.06,25.0,10.0
12.27,15.0,0.17,15.5,20.0
11.0,20.0,0.19,20.0,10.0
8.0,10.0,0.19,9.6,10.0
16.0,10.0,0.2,13.75,45.0
5.8,7.0,0.19,6.5,6.0
63.04,133.0,0.28,99.83,102.0
7.6,11.0,0.22,9.4,14.0
8.12,10.0,0.24,8.4,10.0
5.94,15.0,0.46,11.4,10.0
7.56,10.0,0.26,8.0,10.0
14.67,20.0,0.08,20.0,20.0
9.43,15.0,0.18,12.0,15.0
5.0,5.0,0.18,5.0,5.0
4.83,7.0,0.27,5.75,6.0
15.0,15.0,0.08,15.0,21.0
13.69,23.0,0.2,20.0,36.0
10.6,15.0,0.33,12.0,15.0
10.67,12.0,0.14,10.67,10.0
7.6,10.0,0.25,8.0,10.0
13.14,16.0,0.12,16.0,20.0
4.07,6.0,0.53,5.38,5.0
12.5,10.0,0.13,18.33,10.0
10.53,15.0,0.25,12.5,15.0
15.0,15.0,0.08,15.0,15.0
10.9,15.0,0.16,13.33,15.0
2.92,3.0,0.24,3.14,3.0
6.65,10.0,0.25,6.5,10.0
8.75,15.0,0.17,5.0,15.0
5.92,10.0,0.31,8.4,10.0
6.35,10.0,0.24,10.0,10.0
7.92,5.0,0.23,8.43,10.0
3.29,3.0,0.26,3.72,3.0
7.35,11.0,0.26,10.0,10.0
20.58,20.0,0.21,20.4,15.0
11.24,5.0,0.18,0.0,14.0
7.89,9.0,0.28,9.5,5.0
5.73,6.0,0.65,5.83,6.0
25.68,33.01,0.06,33.01,44.21
5.78,3.0,0.17,7.0,7.0
10.0,15.0,0.11,10.0,21.0
13.32,20.0,0.28,18.0,25.0
15.0,15.0,0.07,15.0,15.0
8.0,5.0,0.31,5.0,5.0
6.25,7.0,0.27,6.4,6.0
20.0,20.0,0.06,20.0,35.0
5.14,3.0,0.22,7.0,5.0
11.75,12.0,0.12,11.0,20.0
12.38,10.0,0.19,14.25,13.0
9.33,18.0,0.24,11.33,18.0
4.77,5.0,0.3,5.0,5.0
7.5,8.0,0.18,7.5,5.0
7.73,10.0,0.25,10.0,100.0
4.62,7.0,0.25,7.0,7.0
13.19,10.0,0.21,12.75,15.0
4.29,5.0,0.25,10.0,7.0
11.33,15.0,0.14,12.33,15.0
6.67,10.0,0.21,6.67,9.0
7.53,20.0,0.24,14.33,10.0
9.8,15.0,0.12,11.0,26.0
9.2,10.0,0.17,10.25,10.0
21.67,25.0,0.07,25.0,25.0
15.25,16.0,0.12,15.33,15.0
18.08,30.0,0.16,30.0,26.0
3.52,5.0,0.33,3.67,3.0
13.68,15.0,0.42,14.8,18.0
5.45,5.0,0.29,6.0,6.0
12.0,17.0,0.09,17.0,17.0
10.62,15.0,0.19,13.2,15.0
3.96,4.0,0.37,6.2,6.0
12.2,18.0,0.19,16.67,20.0
15.22,20.0,0.18,19.33,20.0
8.82,10.0,0.31,10.0,15.0
12.22,25.0,0.51,20.83,25.0
9.33,20.0,0.09,20.0,45.0
20.0,20.0,0.07,20.0,20.0
11.25,15.0,0.12,15.0,15.0
3.82,3.0,0.5,4.88,1.0
5.2,7.0,0.29,6.5,10.0
5.73,8.0,0.17,8.5,10.0
32.22,50.0,0.2,34.17,20.0
22.88,26.0,0.14,26.0,31.0
15.0,15.0,0.08,0.0,15.0
10.67,20.0,0.09,13.5,20.0
13.0,16.0,0.12,13.0,13.0
7.33,11.0,0.21,7.75,7.0
10.0,15.0,0.09,10.0,25.0
25.0,50.0,0.13,50.0,75.0
19.23,20.0,0.27,22.0,20.0
14.18,25.0,0.29,15.17,10.0
7.18,10.0,0.22,9.4,10.0
9.67,13.0,0.26,13.0,15.0
4.42,5.0,0.45,5.0,6.0
11.43,10.0,0.21,13.33,10.0
16.43,30.0,0.15,25.0,32.0
33.33,50.0,0.12,25.0,50.0
8.5,20.0,0.19,20.0,20.0
20.0,20.0,0.07,20.0,20.0
23.39,25.0,0.24,22.5,50.0
7.61,8.0,0.31,8.57,7.0
25.0,25.0,0.07,0.0,20.0
6.3,7.0,0.25,6.0,5.0
16.35,30.0,0.27,22.8,26.0
24.5,35.0,0.16,30.0,47.0
7.86,5.0,0.15,9.25,5.0
8.57,11.0,0.24,10.0,9.0
8.5,16.0,0.11,13.0,20.0
3.76,4.0,0.25,3.33,3.0
13.33,16.0,0.11,13.33,20.0
7.75,12.0,0.18,11.0,11.0
6.44,10.0,0.24,8.25,10.0
10.0,15.0,0.09,10.0,20.0
12.67,16.0,0.27,15.25,25.0
25.0,25.0,0.08,0.0,25.0
7.6,10.0,0.18,9.75,15.0
6.7,9.0,0.27,8.17,13.0
5.56,6.0,0.47,6.0,5.0
25.0,25.0,0.12,25.0,30.0
5.38,5.0,0.32,6.2,6.0
14.57,20.0,0.19,20.0,20.0
20.0,20.0,0.07,20.0,20.0
20.0,20.0,0.08,20.0,30.0
5.06,5.0,0.53,5.0,5.0
4.73,8.0,0.43,7.33,10.0
8.33,10.0,0.14,7.5,5.0
9.79,15.0,0.33,13.67,15.0
21.25,20.0,0.08,20.0,20.0
11.25,10.0,0.22,13.0,12.0
16.67,20.0,0.12,16.67,22.0
6.67,8.0,0.36,7.67,5.0
10.7,20.0,0.17,20.0,10.0
3.22,2.0,0.72,3.54,2.0
9.07,10.0,0.23,11.25,15.0
5.57,6.0,0.26,4.62,5.0
11.33,15.0,0.22,12.5,10.0
9.75,12.0,0.15,11.33,15.0
4.83,10.0,0.22,4.83,5.0
22.69,25.0,0.12,25.0,25.0
17.45,27.0,0.15,24.0,16.0
9.76,10.0,0.23,12.5,20.0
11.33,6.0,0.19,14.25,10.0
13.75,25.0,0.21,25.0,25.0
23.75,30.0,0.1,30.0,40.0
9.2,15.0,0.23,11.0,15.0
10.43,10.0,0.2,9.25,10.0
9.75,10.0,0.14,15.0,12.0
12.1,16.0,0.4,14.0,22.0
8.33,10.0,0.23,9.25,5.0
8.78,9.0,0.62,9.45,8.0
10.73,15.0,0.17,13.0,15.0
25.0,25.0,0.07,25.0,25.0
14.78,25.0,0.3,20.25,25.0
11.29,14.0,0.19,12.6,14.0
11.25,15.0,0.18,13.5,25.0
20.0,20.0,0.06,20.0,20.0
11.0,17.0,0.12,14.33,16.0
37.5,50.0,0.1,50.0,25.0
7.3,15.0,0.18,15.0,20.0
9.27,10.0,0.19,12.33,9.0
7.67,10.0,0.24,10.5,10.0
10.75,10.0,0.15,12.33,12.0
12.13,20.0,0.21,17.0,19.0
15.62,20.0,0.2,18.67,10.0
10.89,16.0,0.42,15.0,16.0
70.0,75.0,0.07,75.0,75.0
9.0,15.0,0.11,15.0,20.0
10.33,12.0,0.37,10.71,16.0
6.5,8.0,0.16,5.5,7.0
5.64,5.0,0.3,5.83,5.0
17.33,20.0,0.12,16.0,20.0
11.33,12.0,0.14,11.33,17.0
9.2,15.0,0.13,15.0,15.0
5.75,9.0,0.21,5.67,10.0
44.73,50.0,0.16,45.4,25.0
9.12,10.0,0.28,10.33,10.0
9.78,10.0,0.23,10.29,10.0
9.29,11.0,0.13,10.0,12.5
8.32,15.0,0.17,10.33,12.0
17.0,25.0,0.12,24.5,36.0
6.71,5.0,0.28,6.71,7.0
11.67,20.0,0.09,20.0,25.0
25.0,25.0,0.08,0.0,25.0
6.83,10.0,0.18,10.0,10.0
5.0,5.0,0.25,5.14,5.0
15.0,19.0,0.12,19.0,21.0
20.0,30.0,0.08,30.0,25.0
11.67,20.0,0.09,15.0,25.0
27.28,38.0,0.23,38.0,38.0
14.18,12.0,0.17,15.25,15.0
9.0,10.0,0.16,8.67,10.0
10.67,15.0,0.17,13.0,20.0
17.14,21.0,0.15,21.0,26.0
12.22,12.0,0.16,12.0,12.0
10.67,15.0,0.12,15.0,15.0
10.64,17.0,0.3,15.5,5.0
8.31,10.0,0.24,12.0,10.0
10.19,25.0,0.21,24.0,25.0
9.68,12.0,0.3,10.4,16.0
12.09,20.0,0.14,14.25,15.0
14.75,20.0,0.2,20.0,20.0
25.0,25.0,0.07,25.0,30.0
6.14,15.0,0.15,15.0,5.0
13.0,16.0,0.08,13.0,30.0
5.92,5.0,0.19,5.0,5.0
11.4,15.0,0.14,12.33,25.0
14.17,25.0,0.11,22.5,25.0
9.77,10.0,0.18,8.5,10.0
5.8,6.0,0.25,5.75,5.0
17.5,25.0,0.08,17.5,25.0
12.33,15.0,0.12,12.33,15.0
6.86,7.0,0.2,7.17,7.0
9.91,5.0,0.24,15.0,5.0
26.5,30.0,0.07,26.5,40.0
16.43,10.0,0.17,15.0,12.0
8.33,4.0,0.35,9.9,9.0
8.17,10.0,0.26,10.14,10.0
52.0,75.0,0.1,87.5,50.0
14.0,15.0,0.1,14.0,15.0
9.89,20.0,0.15,17.5,20.0
14.29,18.0,0.19,18.0,15.0
5.33,5.0,0.3,5.33,7.0
7.27,10.0,0.23,9.0,10.0
7.94,17.0,0.37,16.0,20.0
11.67,15.0,0.08,15.0,15.0
14.4,20.0,0.14,18.75,3.0
11.58,20.0,0.24,19.33,10.0
12.15,18.0,0.32,17.44,18.0
